ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_poa_irradiance_wm2,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-10-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T00:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T00:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T00:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T01:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T01:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T01:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T01:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T02:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T02:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T02:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T02:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
,,2024-10-04T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,PS_032,,,
